,tweet_id,polarity
106,2206176998,-1
107,2260457671,-1
108,1556262606,-1
109,1760213786,1
110,2205475416,1
111,2057848032,-1
112,1833375376,1
113,1825328071,1
114,2065224653,-1
115,2184980992,1
116,2052734595,1
117,1754474704,-1
118,1565538138,1
119,2015640617,1
120,1971330631,1
121,1968805495,-1
122,1963998506,1
123,1694072328,1
124,2200042709,1
125,1833744392,1
126,2011843972,1
127,1573509687,-1
128,1880101256,-1
129,1882915506,1
130,2179176769,1
131,1556908654,1
132,1996022604,-1
133,1967604420,-1
134,1882698408,1
135,1977144145,-1
136,2063802902,1
137,2203669103,-1
138,2325925506,1
139,1981390077,1
140,1996546622,1
141,1678218347,-1
142,1882301553,1
143,2189933724,-1
144,2183697480,1
145,1976827318,-1
146,1985390273,-1
147,2177406242,1
148,1692603644,1
149,1970973070,1
150,2237429064,1
151,2221307960,-1
152,2058061571,1
153,1961633168,1
154,2197424890,1
155,2055278006,1
156,2190767173,1
157,1956245460,1
158,1988915736,1
159,2048536313,1
160,2053081358,1
161,2069344318,1
162,1468021397,-1
163,2327641293,1
164,1988937590,1
165,2181138537,1
166,2004452508,1
167,1969917531,-1
168,2218847653,-1
169,2060333366,-1
170,2221770656,1
171,1989902520,1
172,1992439231,1
173,2323147217,-1
174,2183275610,1
175,2189537582,1
176,1979298434,-1
177,1976970768,1
178,2188414780,1
179,2063828769,1
180,2056500306,1
181,1825715853,-1
182,1933044382,1
183,1932860507,1
184,2205186249,1
185,1980340710,-1
186,2057551547,1
187,1983360042,-1
188,1966481284,-1
189,1685810717,1
190,2177305309,-1
191,1981354933,1
192,2188796481,-1
193,1979409328,-1
194,1551580559,-1
195,1984731713,1
196,1932510981,1
197,1550963734,-1
198,1825026714,-1
199,1833222288,1
200,2266950729,1
201,1963308435,1
202,1795500666,-1
203,1995351708,-1
204,2055528112,-1
205,2262111674,-1
206,1823501970,1
207,2007531343,-1
208,1957671562,-1
209,1975572793,-1
210,2323902462,-1
211,2191699777,1
212,1996588948,1
213,1882023004,1
214,2053075603,1
215,1564470674,1
216,2002309450,-1
217,2048031833,-1
218,2070576276,-1
219,2062017263,-1
220,1978103442,-1
221,2047745711,1
222,2048902009,1
223,1989488910,1
224,1880877040,1
225,1994720772,1
226,2189350418,1
227,2000553638,-1
228,1998933496,-1
229,2207553910,-1
230,2008962950,-1
231,2059561287,1
232,1694904195,-1
233,1834768511,-1
234,2044814043,1
235,2186741928,1
236,1771233816,1
237,1694789755,1
238,1976010641,-1
239,2008125163,-1
240,2249964003,1
241,1826376770,1
242,2217293647,1
243,1556741481,1
244,2015346416,1
245,1967759000,-1
246,2221476745,-1
247,1835531216,1
248,2014212111,1
249,1971955964,1
250,1974764915,-1
251,2180500777,1
252,2013499394,1
253,1835702722,-1
254,2264833297,1
255,2255401246,1
256,1564713292,1
257,2050209821,1
258,1971193725,-1
259,2214052999,-1
260,1880265875,-1
261,2059833529,1
262,1882368158,-1
263,2058846035,1
264,1997966427,1
265,2231379720,1
266,2235234820,-1
267,1825414882,1
268,2190009647,-1
269,2177639330,1
270,1825882734,-1
271,2001626724,-1
272,2055228603,1
273,2242258298,-1
274,2060342369,-1
275,1680777077,1
276,1963555273,1
277,2061865053,-1
278,1559572675,-1
279,2326540673,1
280,1964172453,1
281,1997659434,1
282,1573330294,-1
283,1979875807,-1
284,1468531310,1
285,2184481612,1
286,1979807496,1
287,1970942391,1
288,2198873553,-1
289,2214310500,-1
290,2072336136,-1
291,2059808807,-1
292,1835562856,1
293,2053859647,1
294,2189265433,1
295,1835155995,1
296,1988957701,1
297,1993019257,1
298,2065427213,1
299,1986571313,1
300,2182051613,-1
301,1559382193,1
302,2014886209,-1
303,2302206908,-1
304,2188878954,-1
305,2227801722,-1
306,2007166848,1
307,2053073404,1
308,2059080400,-1
309,1961267820,1
310,1960869957,-1
311,2063586101,-1
312,2243369284,-1
313,2062213982,1
314,1676314257,1
315,2233854242,-1
316,1977595625,1
317,1556065982,1
318,2055057358,1
319,1970992299,-1
320,1993596599,1
321,1970188173,1
322,2014644947,-1
323,1556958163,1
324,2260753616,-1
325,1751817162,-1
326,1956176278,1
327,1556547526,-1
328,2068889241,-1
329,2209148886,-1
330,2013359315,1
331,1985299562,1
332,1962350865,1
333,1825557172,1
334,2064019114,1
335,1984261002,1
336,1932773871,1
337,2300388511,-1
338,1834322720,1
339,2238011181,1
340,2266536816,-1
341,2182013477,-1
342,2186577559,-1
343,2252820018,-1
344,2043964154,-1
345,1988713304,1
346,1676704642,1
347,1990550287,-1
348,2190762084,1
349,1994296834,-1
350,1976546281,-1
351,1973808576,1
352,2064823628,1
353,2001063712,1
354,2052737832,1
355,2063367091,-1
356,1687186804,1
357,1973291881,-1
358,2229269574,-1
359,1760181026,-1
360,1995108322,-1
361,2229447786,-1
362,2071990261,1
363,2189561294,-1
364,2261379775,1
365,2054274715,-1
366,1963114981,1
367,2000020541,-1
368,2239063743,1
369,2067854664,-1
370,1982288783,-1
371,1556266940,1
372,1827902309,1
373,1992894856,1
374,1989168608,-1
375,1981357287,1
376,2052934854,-1
377,1677802185,1
378,1680275929,1
379,1573384370,1
380,2053705882,1
381,2053693883,1
382,2187968831,1
383,2176950856,1
384,1680920190,1
385,2183094449,-1
386,1678172259,1
387,2174835104,-1
388,2260967082,-1
389,2050657798,-1
390,1973429328,1
391,1999967190,-1
392,1824392114,1
393,1979496832,1
394,2058654174,-1
395,1963350616,-1
396,1982415840,1
397,2184392719,1
398,2057279907,1
399,1563446800,1
400,2297091360,-1
401,2001061770,1
402,1882798541,1
403,2060750707,-1
404,2221306714,-1
405,2176435012,1
406,2013795139,1
407,2218053895,1
408,2249006275,-1
409,2191087530,1
410,1932790792,-1
411,2176768897,1
412,1957301151,-1
413,1796858140,1
414,1753415639,1
415,1994410098,1
416,2187158354,1
417,1554451478,1
418,1573215965,1
419,2260024716,-1
420,2053987198,-1
421,2015723427,-1
422,2045123725,-1
423,2052151312,1
424,1881803571,1
425,2188736991,-1
426,2252813838,-1
427,1977925141,1
428,2063367273,1
429,1677244236,-1
430,2002750541,1
431,1880531515,1
432,1977545710,-1
433,2062188204,-1
434,2070789022,1
435,2266089544,-1
436,1556956212,1
437,1965733846,1
438,2069884997,1
439,1989185020,1
440,1977258830,1
441,2053990636,1
442,1753255782,1
443,1469423143,1
444,2189294951,1
445,2236983045,-1
446,2064881211,1
447,2066004931,-1
448,1983413124,-1
449,2018509704,1
450,2051201242,1
451,2183931222,1
452,1994191379,1
453,1684956193,1
454,1982651564,1
455,2257145782,-1
456,1822610433,1
457,2191788001,-1
458,2055845586,-1
459,2064348805,1
460,2264480388,1
461,2001496001,1
462,2284039818,-1
463,2058290414,1
464,1960144607,-1
465,2059882214,1
466,2063027952,-1
467,2245985860,-1
468,1822867361,1
469,1998126154,1
470,1971765082,1
471,2203341412,1
472,2071707160,1
473,1824693674,1
474,2221872737,-1
475,2203671775,1
476,2064551132,-1
477,1695046938,-1
478,2174507627,1
479,2061010300,-1
480,2070981896,-1
481,2000062014,-1
482,1833802041,1
483,2050417022,1
484,2321623209,-1
485,2053179872,-1
486,2067586981,-1
487,2190347001,-1
488,1973865412,1
489,1827739068,1
490,2000828512,1
491,2068917865,-1
492,1676780363,-1
493,2053076337,1
494,2326087524,-1
495,1676588925,1
496,2002025637,1
497,1678662144,1
498,2302670391,-1
499,1968185570,1
500,2067052029,1
501,2179430139,1
502,2215107324,-1
503,2049424717,1
504,2175052259,1
505,1970014508,-1
506,2222512230,-1
507,1980254991,1
508,1990473433,1
509,2185847968,1
510,1836025065,1
511,2052582315,-1
512,1469259756,-1
513,1998454628,1
514,2192401570,-1
515,1678053547,1
516,1469901491,1
517,1824862769,1
518,2253818132,-1
519,2322877125,1
520,1967114593,1
521,2054981116,1
522,1995553262,1
523,2068585913,-1
524,2175055639,-1
525,1695767296,1
526,2204348715,-1
527,1836311086,1
528,1835860826,-1
529,2255930568,-1
530,2053104152,-1
531,2193372637,1
532,2244702857,-1
533,2052572418,-1
534,2059048209,1
535,2000997118,1
536,1971221440,-1
537,1565950474,1
538,2003103203,1
539,1980221487,1
540,2014024281,-1
541,1693956959,1
542,1966910087,-1
543,1692992022,1
544,2207926823,-1
545,2183987031,1
546,2265283069,-1
547,1963178771,1
548,1964197094,1
549,2237316154,-1
550,1963421335,1
551,1971315805,1
552,1832389462,1
553,1966251703,1
554,2001821473,1
555,1969641546,1
556,2236408101,-1
557,1968682847,-1
558,1684874776,-1
559,1970227658,-1
560,1834209790,1
561,2059445880,1
562,2188321716,-1
563,1880112427,1
564,2255927089,-1
565,2070518194,1
566,2065144299,1
567,2211042198,-1
568,1795503744,1
569,1760133369,1
570,1881453595,1
571,1827148494,-1
572,1692168516,-1
573,2262138310,1
574,2059044317,1
575,1981116112,1
576,2012073223,-1
577,1752644724,1
578,2225328985,-1
579,1825882431,-1
580,2051088736,-1
581,1968579381,1
582,2282966853,1
583,2212808076,-1
584,1558049976,-1
585,1990052859,1
586,1688971313,-1
587,1693809228,-1
588,2048159881,-1
589,2070960230,-1
590,2047208094,1
591,1793223819,1
592,2179376309,-1
593,1563901857,-1
594,2064446492,1
595,2202609457,-1
596,2260497513,1
597,2231331418,-1
598,1752700920,1
599,2262065757,-1
600,1986966108,1
601,1970286967,1
602,2183476833,1
603,1695846516,1
604,1990530101,-1
605,2063241529,-1
606,2287940555,-1
607,1983596809,-1
608,1992324341,-1
609,2071643718,-1
610,2063651791,1
611,2066955713,1
612,2190337933,1
613,2175311941,-1
614,2044693557,1
615,2031275072,-1
616,2256930005,-1
617,2228936337,-1
618,1685949428,-1
619,1557441281,-1
620,2052026678,-1
621,1677377487,1
622,2049971570,1
623,2000505159,-1
624,2066446284,1
625,1882043613,-1
626,1828085010,1
627,2052436475,1
628,2001494794,1
629,2249325533,-1
630,2207204071,-1
631,1825324150,1
632,2044792454,1
633,2190028871,-1
634,1759049618,1
635,2064593126,1
636,1989900411,1
637,1999454361,1
638,2000659822,1
639,2056657224,-1
640,1981722545,1
641,2177368837,-1
642,2185286695,1
643,2006482969,1
644,2244309874,1
645,1881783324,1
646,1679875284,1
647,1824934796,1
648,2217625567,-1
649,1960870069,1
650,2066660515,1
651,2238155734,1
652,2051721872,-1
653,2244810408,-1
654,1573858026,-1
655,2008677653,1
656,2247099235,-1
657,1970796166,-1
658,2058330585,1
659,1962593763,1
660,2056597487,-1
661,1823686362,1
662,2259738922,-1
663,1976014738,-1
664,2014632100,1
665,2062300843,1
666,2002942208,1
667,2063408563,1
668,2261556671,-1
669,1677490736,1
670,1753336043,1
671,2178503025,1
672,2000826255,-1
673,2174488839,-1
674,2070088872,1
675,1684873019,1
676,1989533746,-1
677,2052824202,1
678,2064298336,1
679,2250107557,-1
680,2205889966,-1
681,1692297525,1
682,1833397171,-1
683,1970267222,1
684,2186693731,-1
685,2048701001,-1
686,2216217305,-1
687,2186458749,1
688,1970693118,1
689,2191467199,1
690,1932276711,-1
691,2284719876,-1
692,2245888242,-1
693,2052887268,1
694,1692412212,1
695,2068498159,1
696,1988979614,1
697,2012155287,-1
698,2014391281,-1
699,2001257406,1
700,2262366764,1
701,1984029218,-1
702,2253844807,-1
703,1971783558,-1
704,1957743026,1
705,1960255884,-1
706,2003082519,-1
707,1823655566,-1
708,1753272874,1
709,1755124712,-1
710,1995528135,-1
711,1759088484,-1
712,2200114762,1
713,2259147375,1
714,2229151022,-1
715,1793159534,1
716,1994381416,-1
717,2016556799,-1
718,1553430493,-1
719,1554397459,1
720,2000220661,-1
721,2323786204,-1
722,2052289459,1
723,2068114387,-1
724,1979403609,1
725,2254556880,-1
726,1995251370,-1
727,2072011047,1
728,2190595995,-1
729,2010161255,1
730,1573631828,1
731,1974869977,1
732,1965336011,1
733,1994481109,1
734,1690798048,1
735,2066537379,-1
736,1956091842,1
737,1997927835,1
738,1557091101,-1
739,2002465524,1
740,2244216565,-1
741,1834595272,-1
742,1975739566,1
743,2052522674,-1
744,1754967687,1
745,1834340630,1
746,2187641956,1
747,1996842764,1
748,1998289249,1
749,1564136473,-1
750,2063390951,1
751,2068395944,-1
752,2207037223,1
753,2266306072,-1
754,2263682240,-1
755,1993100445,-1
756,1551485651,-1
757,2013780395,1
758,1990938829,1
759,2047118890,-1
760,1470185623,1
761,1880681612,-1
762,1557800780,1
763,1932887316,1
764,1982133981,1
765,2177815410,-1
766,2178684564,-1
767,2251082589,-1
768,1573045062,1
769,2323196126,-1
770,2224518404,-1
771,1985841364,1
772,1991564235,-1
773,2189746112,1
774,2067105982,1
775,1882302175,1
776,1989610726,1
777,2232056057,-1
778,1883096557,1
779,1962321112,-1
780,1687099099,1
781,1964391168,-1
782,1970155534,1
783,1957712678,-1
784,1977159283,1
785,1962917162,1
786,1984782717,1
787,1793877041,1
788,1970083994,1
789,2181364206,-1
790,1969151444,-1
791,1676000877,-1
792,1794909438,1
793,2258830888,-1
794,1794465666,1
795,2201023799,1
796,2190990427,-1
797,2208522705,-1
798,1695212276,-1
799,1676184464,-1
800,2262311670,1
801,2258799983,-1
802,1794462707,-1
803,2226489415,1
804,2239365045,1
805,2065000106,1
806,2322667101,-1
807,2056690961,-1
808,1969691419,1
809,2051416664,-1
810,2056916473,1
811,2175483668,1
812,1964564471,-1
813,2067786568,1
814,1979583038,1
815,1685080502,1
816,1881087231,1
817,1981919407,1
818,2244746057,-1
819,2177465930,-1
820,1565072431,-1
821,2261348315,-1
822,1990630991,1
823,1957401235,1
824,1979394832,1
825,2175779148,-1
826,2044685335,-1
827,2303180911,-1
828,1997142018,-1
829,1977320149,1
830,1827412011,1
831,1694230090,1
832,2175922054,1
833,2175149561,1
834,2221997148,1
835,2066119532,1
836,1932981735,1
837,1972347908,1
838,2223710603,-1
839,2255043513,-1
840,2175185078,-1
841,1989218534,1
842,1970615448,-1
843,2263361006,-1
844,2191514554,1
845,1955794546,1
846,1971164402,1
847,1980631169,1
848,1989201381,-1
849,2189616175,1
850,1469530483,1
851,1755209139,-1
852,2325395977,-1
853,2214554961,1
854,2039753641,1
855,2067180222,1
856,2231902323,-1
857,1955982399,1
858,1965878743,1
859,2045233217,-1
860,2011435205,1
861,2055743759,1
862,1676331059,-1
863,2016537352,1
864,2058097242,1
865,1823759244,-1
866,2072170582,1
867,1753393361,1
868,2018923459,1
869,2064228617,1
870,2014509110,-1
871,1833135286,-1
872,1564854935,-1
873,1985317321,1
874,2001613906,-1
875,1991795608,-1
876,2199976048,-1
877,2179604586,1
878,1563534264,1
879,1835096071,-1
880,1967418229,1
881,1977743316,-1
882,1981183147,1
883,1881947687,1
884,2053142947,-1
885,1933098681,1
886,1972703993,-1
887,2052552903,-1
888,1969632927,1
889,1880512373,1
890,2018731192,1
891,1971796350,1
892,2014679489,-1
893,2064384003,1
894,2190341883,1
895,1932310052,1
896,2064925190,1
897,2013617595,1
898,2189425210,-1
899,1971821696,1
900,2323652423,1
901,1971123456,1
902,1965313858,-1
903,1573667269,1
904,1989814672,1
905,2046126395,1
906,2013914072,1
907,2191116098,1
908,2225079681,-1
909,1998840924,1
910,1988712425,1
911,2068175214,1
912,1995039983,1
913,1986464581,-1
914,2260691459,-1
915,2061728120,1
916,2200999944,-1
917,1468162729,1
918,1835219584,1
919,1557405929,-1
920,2178519138,1
921,2015263958,-1
922,2190607577,1
923,1979661468,1
924,2201060806,-1
925,1968020651,1
926,2219510529,-1
927,1792566250,1
928,2295599597,1
929,2197963775,1
930,2177314774,1
931,2014458233,1
932,1972555352,-1
933,1557123802,1
934,1770894485,1
935,2185955156,-1
936,1995594333,1
937,1971937659,1
938,2008650610,1
939,2045291891,-1
940,1988768034,1
941,1469028975,1
942,1694882523,-1
943,2055028551,1
944,1990111923,1
945,2218085041,1
946,2285482675,-1
947,1982134304,1
948,2066787009,-1
949,1792831638,-1
950,1794657111,-1
951,2071904710,-1
952,1975256849,1
953,2065631940,-1
954,1977330445,-1
955,2065012014,1
956,1973088729,1
957,2189786609,-1
958,1993622885,1
959,2222363514,-1
960,1992376710,-1
961,2014966490,1
962,2186269746,1
963,1556215435,1
964,1993094264,-1
965,2062448211,1
966,1833402176,1
967,2050011762,-1
968,2229673859,-1
969,2248861821,1
970,2206752076,-1
971,1957041550,1
972,2064507668,-1
973,1995054552,-1
974,2048262266,1
975,2053933219,1
976,1753274246,1
977,2069784090,-1
978,2048549963,-1
979,2180623420,1
980,2057990873,1
981,2244867087,-1
982,2254491914,1
983,2058724330,1
984,1998835746,-1
985,1760146626,1
986,2064447065,1
987,2174941080,1
988,2190421939,-1
989,2051535590,1
990,2047547786,1
991,2068919262,-1
992,1835770987,1
993,2257306570,-1
994,2071355555,-1
995,2296861437,1
996,2202672658,-1
997,2066001752,1
998,1992149488,1
999,2069157646,1
1000,2177456632,-1
1001,2197424160,-1
1002,1973501577,1
1003,1981366082,-1
1004,2067721811,1
1005,2230548245,-1
1006,2054087598,1
1007,2065542782,1
1008,2299389832,-1
1009,2003125095,-1
1010,2303122632,-1
1011,1771108976,-1
1012,2233478101,-1
1013,2196281005,-1
1014,2050472642,1
1015,2211854421,-1
1016,1548550021,1
1017,2206794148,-1
1018,1826244415,1
1019,2052427462,1
1020,1832598581,1
1021,2251534757,-1
1022,1834582851,-1
1023,2057802544,1
1024,1974054576,-1
1025,1979413307,-1
1026,2008814100,1
1027,2176614952,-1
1028,2014989829,-1
1029,1691045852,1
1030,2228519140,1
1031,2001760530,1
1032,2233244283,1
1033,1974307435,-1
1034,2068591734,1
1035,2011929542,1
1036,1880102760,-1
1037,1678464898,1
1038,1694384400,1
1039,1834212502,1
1040,2254871654,-1
1041,1970196669,1
1042,1999430974,-1
1043,2001626941,1
1044,1677967829,-1
1045,2259669576,1
1046,1678970937,1
1047,1974411197,1
1048,2014191279,1
1049,1834079694,-1
1050,1685590524,1
1051,2051014170,1
1052,2245121236,-1
1053,1962592244,1
1054,2284736008,-1
1055,2050802529,1
1056,1971798189,1
1057,1970932873,1
1058,1691235921,1
1059,2321435313,1
1060,2202456988,-1
1061,2032886855,1
1062,1564123796,1
1063,1962317380,-1
1064,2175381089,-1
1065,1979714962,1
1066,2169494310,-1
1067,2185756601,1
1068,1680735485,-1
1069,1679073755,1
1070,2062764827,1
1071,2066498910,1
1072,2015943527,1
1073,1967171946,1
1074,1556582491,1
1075,1559257874,1
1076,1558165169,1
1077,2013960511,1
1078,2013348366,-1
1079,2063492553,1
1080,1975409854,1
1081,2062743189,1
1082,2248242383,-1
1083,2244858079,-1
1084,1685934219,1
1085,2070132105,1
1086,1972528087,1
1087,1965859652,-1
1088,2282504672,-1
1089,2050686733,-1
1090,2217176272,-1
1091,1990783930,1
1092,1991888201,1
1093,2197316146,-1
1094,2057852435,1
1095,1686114545,1
1096,2184989385,1
1097,1985732595,-1
1098,1995017868,1
1099,1680159382,1
1100,2233676128,-1
1101,1992092224,1
1102,2326077256,-1
1103,1881418735,1
1104,1990954674,1
1105,2230329098,-1
1106,1994031630,1
1107,1933063398,-1
1108,1967982901,1
1109,1881963706,1
1110,2177505076,1
1111,1973501786,1
1112,2031247330,-1
1113,1996969992,-1
1114,1995551541,-1
1115,2226331878,-1
1116,1880965513,1
1117,1992875197,1
1118,1795450069,-1
1119,1972032020,1
1120,2065479203,1
1121,2044380494,-1
1122,2234676287,-1
1123,2065477274,1
1124,2003626638,1
1125,2049964879,-1
1126,1962974076,-1
1127,2062894042,1
1128,1978200919,-1
1129,2251982572,-1
1130,1981390525,-1
1131,1759275808,1
1132,2198978066,1
1133,2220723134,-1
1134,1691421731,1
1135,1678079832,-1
1136,2191084395,-1
1137,1881117601,1
1138,2216196603,-1
1139,2262693150,-1
1140,2262112403,-1
1141,1956496029,1
1142,2014298508,-1
1143,2189655504,1
1144,2002560553,-1
1145,2266409847,1
1146,2215739381,-1
1147,2001830888,-1
1148,1957645950,1
1149,1964174395,1
1150,2178940729,-1
1151,2328739730,-1
1152,1965891720,-1
1153,1760358715,1
1154,2198930650,-1
1155,1836152042,1
1156,2003595934,1
1157,1957107095,-1
1158,1967357897,1
1159,2195718381,-1
1160,2187503007,1
1161,2232640685,-1
1162,1956398137,-1
1163,2286796059,-1
1164,2298214573,1
1165,2059066747,1
1166,1573379059,-1
1167,1999433755,1
1168,2057094903,-1
1169,2175836468,1
1170,2230628781,1
1171,2002154642,1
1172,2049521508,-1
1173,2014936253,1
1174,1982466548,1
1175,2255268334,1
1176,1973295785,1
1177,2201054481,1
1178,2063408233,1
1179,2018091167,1
1180,1686663419,1
1181,1972431506,-1
1182,2039787505,-1
1183,2052562455,1
1184,1966574183,1
1185,2061650265,1
1186,2181675814,1
1187,2049420622,-1
1188,2256018722,-1
1189,1977438185,-1
1190,1969891976,-1
1191,1754099084,1
1192,1973965341,1
1193,1836244614,-1
1194,2053174744,1
1195,2039854905,1
1196,1823793693,1
1197,1676988353,1
1198,1822502956,1
1199,2250516869,-1
1200,1554009867,-1
1201,2259209573,1
1202,1956324475,-1
1203,2190412043,1
1204,2321827075,1
1205,2178954069,-1
1206,2233740560,-1
1207,2068764814,1
1208,1470093416,-1
1209,1825791600,1
1210,1551491086,1
1211,1997906093,1
1212,1967511783,1
1213,2190815820,1
1214,2051749573,-1
1215,1973357451,1
1216,1572960777,1
1217,2061266396,1
1218,1881713103,1
1219,2264607058,-1
1220,2061314754,1
1221,2253227642,1
1222,1984448989,1
1223,2048902613,1
1224,2188306836,1
1225,1956499990,1
1226,2055620545,1
1227,1685056235,1
1228,2181450563,1
1229,1998226801,-1
1230,2186802472,-1
1231,2068115095,-1
1232,2001157082,1
1233,2189707764,1
1234,2260528008,1
1235,1991727199,-1
1236,2213956996,1
1237,1882600723,1
1238,1965925799,-1
1239,2051496685,1
1240,2236598719,-1
1241,1986028165,1
1242,1822899688,-1
1243,1880295789,1
1244,2240190847,-1
1245,1833852505,1
1246,2211854260,-1
1247,1983344459,1
1248,1999864090,-1
1249,2188898136,1
1250,1982226804,1
1251,1986595394,1
1252,1969804156,1
1253,2258248750,-1
1254,2014412932,1
1255,1965390403,-1
1256,2015624294,1
1257,2056825308,1
1258,2228494126,1
1259,1687596214,1
1260,2188033918,1
1261,2190279463,-1
1262,2054204396,1
1263,2071318274,1
1264,1794225404,-1
1265,1979440897,1
1266,1988884080,1
1267,2052604982,1
1268,2059814946,1
1269,1956221287,1
1270,1967885642,1
1271,1963694433,1
1272,1957702544,1
1273,2052979960,-1
1274,2297213594,1
1275,1984731262,1
1276,2072092457,1
1277,1573312242,1
1278,2007560810,-1
1279,2186813024,1
1280,2053838339,1
1281,1980035074,1
1282,1957108151,-1
1283,1997812436,1
1284,2174757181,-1
1285,1564952473,-1
1286,2004664834,-1
1287,1978450347,1
1288,1976798960,1
1289,2233178319,1
1290,2071613391,1
1291,2066591936,1
1292,2227800230,-1
1293,2011968813,1
1294,1977495713,-1
1295,1759963056,-1
1296,2039843752,-1
1297,1680310106,-1
1298,1980130841,1
1299,1559451496,1
1300,1469692337,-1
1301,2176794171,-1
1302,1751250592,-1
1303,1828074403,-1
1304,2249396711,-1
1305,1991816238,-1
1306,2245414593,-1
1307,2192536311,1
1308,2177618832,1
1309,1986816229,1
1310,1468433291,1
1311,2058044519,1
1312,2005854800,1
1313,2003877363,-1
1314,2046934554,1
1315,1973757805,-1
1316,2241161062,1
1317,2002597291,1
1318,2068496621,-1
1319,1836520091,1
1320,1558504883,1
1321,2052956283,1
1322,2234455396,1
1323,1969178860,-1
1324,1824514075,1
1325,1962318476,1
1326,1973380328,-1
1327,1468403707,1
1328,1976871110,1
1329,1574087423,1
1330,1553582510,-1
1331,2059399666,1
1332,1834139606,1
1333,2183913206,-1
1334,2188986754,1
1335,1685706879,-1
1336,1693086346,1
1337,1679766890,1
1338,1979762520,-1
1339,2233925755,-1
1340,2060870942,1
1341,2014448479,1
1342,1997160074,1
1343,2200435555,-1
1344,1985874774,1
1345,1974512476,1
1346,1967810417,-1
1347,1834360719,-1
1348,1828076375,1
1349,1975105543,1
1350,1989192720,1
1351,2070465368,1
1352,2069807338,-1
1353,1983727713,1
1354,2062234442,-1
1355,2199873167,-1
1356,2259318075,-1
1357,1573245004,1
1358,2064087730,1
1359,1960751750,-1
1360,1755641690,1
1361,2191402750,1
1362,1983579926,1
1363,1678195925,-1
1364,2283678617,-1
1365,2181125245,-1
1366,2051654303,-1
1367,1881913050,-1
1368,2251306638,-1
1369,1883160652,1
1370,2247140872,1
1371,2248032333,1
1372,2178189165,1
1373,2062734199,-1
1374,1573215505,1
1375,1827921942,1
1376,1986400153,-1
1377,1975926396,1
1378,1965915911,1
1379,2175862402,1
1380,1996296560,-1
1381,1966286456,-1
1382,2072180362,1
1383,1983604857,1
1384,2053769988,1
1385,1970596873,1
1386,1991756526,1
1387,1970793911,1
1388,2070382063,-1
1389,2210282216,-1
1390,1834218044,1
1391,1969991319,1
1392,1686280746,-1
1393,1752248541,-1
1394,1695730068,-1
1395,1970795507,1
1396,2015845176,1
1397,1693236264,1
1398,1553706248,-1
1399,2217524956,-1
1400,2182860562,-1
1401,1995169899,-1
1402,2012997438,1
1403,1564660840,1
1404,1754820101,1
1405,1994757190,-1
1406,1980680163,1
1407,2235999859,-1
1408,2001477115,1
1409,1677537374,1
1410,1558968718,-1
1411,2050617808,-1
1412,1979653907,1
1413,2174474574,-1
1414,2061512615,1
1415,2265988570,-1
1416,2190858347,-1
1417,1880419855,1
1418,2190248309,-1
1419,2180613278,-1
1420,1469344589,1
1421,2248823108,1
1422,2194966706,1
1423,1981754624,-1
1424,1882373647,1
1425,1980177949,1
1426,1965485642,1
1427,2065906201,1
1428,1794824039,1
1429,2238801137,1
1430,1676971832,1
1431,2183847075,1
1432,1693485784,1
1433,1754820299,1
1434,2206113861,-1
1435,1980133530,1
1436,1823480600,1
1437,1971468824,-1
